Flight miles per year,Video game occupation,Ice-cream consumption,Type
34985,9.299025,0.545337,3
31316,11.158297,0.218067,3
76368,16.1439,0.558388,1
27953,10.9717,1.2217870000000002,3
152,0.0,0.681478,2
9146,3.178961,1.292692,2
75346,17.62535,0.339926,1
26376,1.9958330000000002,0.267826,1
35255,10.640467,0.416181,3
19198,9.628339,0.9854620000000001,3
12518,4.662664,0.495403,2
25453,5.754047,1.382742,2
12530,0.0,0.037146,2
62230,9.334332,0.19811800000000002,1
9517,3.846162,0.6199680000000001,2
71161,10.685084,0.678179,1
1593,4.752134,0.359205,2
33794,0.69763,0.966786,1
39710,10.365836,0.505898,3
16941,0.461478,0.352865,2
69209,11.339537,1.06874,1
4446,5.42028,0.12730999999999998,2
9347,3.469955,1.619947,2
55635,8.517066999999999,0.994858,3
65889,8.306512,0.41368999999999995,1
10753,2.62869,0.44432,2
7055,0.0,0.8029850000000001,2
7905,0.0,1.170397,2
53447,7.298767,1.5823459999999998,3
9194,7.331319000000001,1.277988,2
61914,9.392269,0.151617,1
15630,5.541201,1.180596,2
79194,15.149460000000001,0.53754,1
12268,5.515189,0.250562,2
33682,7.728897999999999,0.920494,3
26080,11.318785,1.510979,3
19119,3.5747089999999995,1.531514,2
30902,7.3509649999999995,0.026331999999999998,3
63039,7.122363000000001,1.630177,1
51136,1.828412,1.013702,1
35262,10.117989,1.156862,3
42776,11.309897,0.08629099999999999,3
64191,8.342034,1.388569,1
15436,0.24171399999999998,0.715577,2
14402,10.482619,1.6949720000000001,2
6341,9.28951,1.428879,2
14113,4.269419,0.134181,2
6390,0.0,0.18945599999999999,2
8794,0.8171189999999999,0.14366800000000002,2
43432,1.508394,0.652651,1
38334,9.359917999999999,0.052262,3
34068,10.052333,0.550423,3
30819,11.11166,0.989159,3
22239,11.265971,0.724054,3
28725,10.38383,0.254836,3
57071,3.878569,1.377983,1
72420,13.679236999999999,0.025346,1
28294,10.526846,0.781569,3
9896,0.0,0.924198,2
65821,4.106726999999999,1.085669,1
7645,8.118856,1.4706860000000002,2
71289,7.796874000000001,0.052336,1
5128,2.789669,1.09307,2
13711,6.226962,0.28725100000000003,2
22240,10.169547999999999,1.660104,3
15092,0.0,1.370549,2
5017,7.5133529999999995,0.137348,2
10141,8.240793,0.099735,2
35570,14.612797,1.24739,3
46893,3.5629760000000004,0.44538599999999995,1
8178,3.230482,1.331698,2
55783,3.6125480000000003,1.551911,1
1148,0.0,0.332365,2
10062,3.9312989999999997,0.48757700000000004,2
74124,14.752342,1.15516,1
66603,10.261887,1.628085,1
11893,2.787266,1.570402,2
50908,15.112319,1.3241319999999999,3
39891,5.184553,0.22338200000000002,3
65915,3.8683589999999994,0.128078,1
65678,3.507965,0.028904000000000003,1
62996,11.019254,0.427554,1
36851,3.812387,0.655245,1
36669,11.056784,0.378725,3
38876,8.826880000000001,1.002328,3
26878,11.173861,1.4782440000000001,3
46246,11.506464999999999,0.421993,3
12761,7.798138000000001,0.14791700000000002,3
35282,10.155081,1.370039,3
68306,10.645275,0.693453,1
31262,9.6632,1.521541,3
34754,10.790403999999999,1.3126790000000002,3
13408,2.810534,0.219962,2
30365,9.825999000000001,1.3885,3
10709,1.421316,0.677603,2
24332,11.123219,0.809107,3
45517,13.402206,0.661524,3
6178,1.2122549999999999,0.836807,2
10639,1.568446,1.297469,2
29613,3.3434730000000004,1.312266,1
22392,5.400155000000001,0.193494,1
51126,3.818754,0.590905,1
53644,7.973845,0.30736399999999997,3
51417,9.078824000000001,0.734876,3
24859,0.15346700000000002,0.7666189999999999,1
61732,8.325167,0.028479,1
71128,7.092089,1.216733,1
27276,5.192485,1.094409,3
30453,10.340791000000001,1.087721,3
18670,2.077169,1.019775,2
70600,10.151966,0.9931049999999999,1
12683,0.046826,0.8096140000000001,2
81597,11.221874,1.395015,1
69959,14.497963,1.019254,1
8124,3.5545080000000002,0.533462,2
18867,3.522673,0.086725,2
80886,14.531654999999999,0.38017199999999995,1
55895,3.0275279999999998,0.8854569999999999,1
31587,1.845967,0.48898500000000006,1
10591,10.226164,0.804403,3
70096,10.965926,1.212328,1
53151,2.129921,1.477378,1
11992,0.0,1.606849,2
33114,9.489005,0.8278139999999999,3
7413,0.0,1.020797,2
10583,0.0,1.270167,2
58668,6.5566759999999995,0.055183,1
35018,9.959588,0.060020000000000004,3
70843,7.436056,1.4798559999999998,1
14011,0.404888,0.459517,2
35015,9.952942,1.650279,3
70839,15.600252,0.021935,1
3024,2.723846,0.387455,2
5526,0.5138659999999999,1.323448,2
5113,0.0,0.861859,2
20851,7.280602,1.4384700000000001,2
40999,9.161978,1.11018,3
15823,0.991725,0.730979,2
35432,7.39838,0.684218,3
53711,12.149747,1.3890879999999999,3
64371,9.149678,0.8749049999999999,1
9289,9.666576,1.3703299999999998,2
60613,3.62011,0.287767,1
18338,5.2388,1.2536459999999998,2
22845,14.715782,1.503758,3
74676,14.445739999999999,1.21116,1
34143,13.609528,0.36424,3
14153,3.141585,0.42428,2
9327,0.0,0.120947,2
18991,0.45475,1.03328,2
9193,0.51031,0.016395,2
2285,3.864171,0.6163489999999999,2
9493,6.7240210000000005,0.563044,2
2371,4.289375,0.012563,2
13963,0.0,1.43703,2
2299,3.7336169999999997,0.6982689999999999,2
5262,2.002589,1.380184,2
4659,2.502627,0.184223,2
17582,6.382129,0.8765809999999999,2
27750,8.546741,0.128706,3
9868,2.694977,0.43281800000000004,2
18333,3.951256,0.3333,2
3780,9.856183,0.329181,2
18190,2.068962,0.42992700000000006,2
11145,3.410627,0.631838,2
68846,9.974715,0.669787,1
26575,10.650102,0.866627,3
48111,9.134528,0.7280449999999999,3
43757,7.882600999999999,1.332446,3
